libsizes,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
100,0.17837866946005615,2.8066438062523957e-13,0.2246739886812338,0.13127989247703054,0.12884282125223007,1.4823157545862387e-7,0.1759774846629611,0.08111871947628398,bio,tem
200,0.2275424751585348,0,0.2727771919868184,0.18130393490080227,0.15280890365927938,4.295768185613724e-10,0.19956632275480163,0.10535719224230206,bio,tem
300,0.25614837339513236,0,0.3006622838161409,0.21052089546250202,0.1675342591399429,7.2453154587037716e-12,0.21403306150005036,0.12027792755030402,bio,tem
400,0.27944112584130937,0,0.32331203316042373,0.23437157402425982,0.18315033891035604,6.283862319378386e-14,0.22935262772800302,0.13612456624071226,bio,tem
500,0.2970490141980134,0,0.34040055387245033,0.25243730172834455,0.19762110171305586,4.440892098500626e-16,0.2435282195427084,0.15083049087747596,bio,tem
600,0.32032803624996087,0,0.36294905864442417,0.2763694601602237,0.21742066504555868,0,0.2628921919002682,0.17098542228223904,bio,tem
700,0.3533114523152825,0,0.39481218718120004,0.3103718918188909,0.23753233058609632,0,0.2825239688314644,0.19149792091008108,bio,tem
800,0.3855031618133607,0,0.42581453322676566,0.34366444706366217,0.2592777303529542,0,0.3037081765502321,0.21372205373948444,bio,tem
900,0.4156771169275427,0,0.45478798761031713,0.3749660280311762,0.2819124775231761,0,0.32571221650384863,0.23690530912842045,bio,tem
1000,0.44414034207051023,0,0.4820431054931653,0.4045782764194475,0.3022445239640762,0,0.3454373496614437,0.2577738539890513,bio,tem
1100,0.4690520551526848,0,0.5058374065393493,0.4305639028257912,0.320897675089889,0,0.3635001967365499,0.2769557654363977,bio,tem
1200,0.49517847035354107,0,0.5307319321626617,0.45788531870293203,0.33891994392280866,0,0.38092175432198955,0.2955222369247154,bio,tem
1300,0.5198635678070357,0,0.5541968698760228,0.4837643777801403,0.35253173971955104,0,0.3940601079634515,0.3095668201718706,bio,tem
1400,0.5425683821890357,0,0.5757313382748991,0.5076232362502444,0.364120882181406,0,0.40523279886176,0.321539232769834,bio,tem
1500,0.5611606125159442,0,0.5933310149524401,0.5272004698936168,0.3746163160615258,0,0.41534049747629137,0.3323935270707406,bio,tem
1600,0.5769900608561973,0,0.6082911998430449,0.5438970139200993,0.3836414485608907,0,0.42402417830968514,0.3417362001643802,bio,tem
100,0.09434651814442227,1.2285311198168003e-4,0.1419288806793374,0.046329161676560246,0.04175840114410424,0.08975010711328757,0.08980570019332493,-0.006482816325332576,bio,pre
200,0.150421254215967,8.036549203893628e-10,0.19721868479607232,0.10293987418171097,0.0697956481123386,0.004537661295551221,0.11762786063841187,0.021640330445150374,bio,pre
